Anonymized Message,Valence1,Valence2,Arousal1,Arousal2
would love to go back to bed.,5,4,1,1
"i'm gonna stick through all my plans for now on, nothing and no body is gonna keep me away from thats!!",6,6,6,5
just got my phone set up 4 facebook yay!\\n\\n,6,7,4,5
"Huge news guys!!!  Unfreakinbelievable....I am having twins!!! Where the hell did these come from?! friends! Help! Soooool, Jeniang!!!  Help!!!",7,5,8,8
Happy 4Th of July! See you girls tomorrow!xo,6,6,6,5
Is in a slipknot mood >:o,5,5,2,4
"Watched the new harry potter movie tonight.  It was pretty cool, now i'm just waiting on the next one :(                Good news is the previews showed some really awesome movies coming up.  Got The Green Latern, the Green Hornet, and Tron all look friggin awesome.",6,7,4,2
"is... HAPPY BIRTHDAY, ADAM!!! and ha ha ha, FSU :p......",6,7,7,8
just spent her day at the beach (:,6,7,4,2
The furnace is on the blink . . . hoorayÃ‚Â¡ Maybe I can get <PERSON> and <PERSON> furnace maintenance for Christmas.,6,4,4,3
Did you know that you can make scrambled egg in the microwave? Bachelor tip #77.,6,5,2,2
What do you know? The first post I see on MLIA is about Harry Potter. MLIA.,5,5,1,1
... I'll chase you thru the house and all thru the yard,5,5,2,2
"If the answer lies within, then why is there confusion? Are we blinded, deaf, or just ignorant to the inner voice?",4,3,2,3
<PERSON>add me on xbox live !,5,5,6,4
Thank you all who wished me a Happy Birthday..Definatly had a good one  to jump start the year just right! Hope everyone had a Bangin' New Year and God bless all,8,7,4,4
an omelette sunday success!,7,6,5,4
"I have really found it difficult sometimes to be the person that GOD wants me to become. Its a shame that the people who should be supportive are the ones who try their best to tear you down. I changed me to make other people feel better when it was never about them. Always remember that when dealing with GOD, OBEDIENCE IS BETTER THAN SACRIFICE!!!\\""""",4,4,5,8
The wind of evolution is blowing hard.Man must adapt to the inevitable change and adjust his unnecessary desires,5,5,2,3
hi,5,5,1,1
"you played me till i left, now theirs nobody left to hear your complaining-- im gone. and all your hearing is your own damn echoes, and im gone and your all alone hearin your own damn echoes. disgusted with trust, ill trust no one no more. just went with the flo, found myself on the floor.",3,2,2,1
Mother Earth.. in the Black Symphony album is epic... and x.x German tutorial then food festival? blech.. *dies inside*,5,6,3,3
@work :D,6,6,2,4
I offically hate my brother.........Spartacus Blood and Sand. Incrediable,5,4,2,2
got my learners permit thursday. ha i forgot to post it then x] its totally sweet. i cant wait until my mom puts me on her insurence so i can drive all around tulsa!,6,7,5,4
LIFE HAS NEVER BEEN BETTER!!!!!!!,7,9,8,9
lost his damn phone ...,4,4,3,3
"Its easy 2 obtain it all, but y its so hard 2 maintain it all,,,,,smh",3,3,2,3
jlweagfnakwelak4hyjihj3035iy2ow4hj3jyhu2jy2jioagkdavbnjhn hq  Why is everyone so obsessed with how much wood a woodchuck could chuck?[/color],5,5,3,7
"ITS HIGH TIME I ADDED PPL I WANT TO ,TO MY FRIEND LIST.",5,5,3,5
'MOTOGP  Rest In Peace Tomizawa''.. :(,4,4,2,3
Alright long day at school!! Now its time to run jum hurdle and climb!! Goddamn I love Parkour!!,7,8,7,8
just found out the worst news ever so whatever,3,2,2,2
"Glad to see everyone is finding their families\.\""""",6,5,2,1
Love is gigantic and unspoken.LOVE IS BLIND BUT WE ARE NOT BLIND,5,6,4,5
"i'm a supergirl, and supergirls don't cry...or do they? or am i not a supergirl at all??",5,4,2,4
Interesting glee this evening!,6,6,5,5
"TO ALL MY FAM & FRIENDS,THANK YOU FOR ALL MY BIRTHDAY SHOUT OUTS!!!! LUV YA!!!!!",7,7,8,9
And the band played Waltzing Matilda...,5,5,1,2
"The truth isn't flashy. Flashy words aren't true. Educated people aren't always smart. Smart people don't always have an education. Good people don't argue. People who argue aren't good\----- Tao Te Ching ( <PERSON> translation 2002)\""""",6,5,2,1
"want to run, run but don't know from where nor to where ,, just run ...   <PERSON>",5,5,1,2
LYL,5,5,1,1
Help!! I'm trapped in the conference call that will never end!  Rounding hour 3.,4,4,4,5
new music,5,5,1,1
About to go to a movie wit charolatte lol,6,6,3,1
ggfdfdfdfdf,5,5,1,3
the third crossroad must be the most difficult.... hold on to the memories or let go to start anew?,5,4,1,2
"I'm having a bad I miss <PERSON> day\. For no reason...nothing triggered it...kids aren't driving me too crazy. I just miss his laugh""",4,2,2,2
good bye grandma.. i hope u reach a better place.. we love u.. :'(,3,2,2,3
i want to thank all my wonderful friends and family for my birthday wishes. Yall are the BEST!!!!!,7,7,7,6
Misses <PERSON>,4,5,2,1
"Grr, school starts on monday... I'm definitely not looking forward to that.",4,3,3,3
I want 2 thank everyone 4 wishingme a happy bday...luv u guys,6,8,3,2
"A true friend        doesn't care if you're        broke, when your house is        a mess, about your past, or        if your family is filled with        crazies...They love you for        who you are. A true friend        can go long periods of time        without speaking to you        and never question the friendship.",5,6,2,3
I'm willing to admit that I may not always be right,5,5,2,1
in need of insects cant bye any yeat,4,5,1,1
"If God's the game that you're playing	Well, we must get more acquainted	Because it has to be so lonely... to be the only one who's holy",5,5,2,3
OHYERH XD,5,6,4,6
they said it would't be easy... but no one told me it would be this hard...,4,3,2,2
"For the past two days the door to my shop has been frozen closed. Got that unstuck. Tho I have lots to do for the upcoming show, I'm not looking forward to working in this freezing frikin cold!!",4,4,6,5
Really looking forward to the Children's Music Compition in Mauldin on the 20th. So excited. The kids have been working so hard and doing such a great job. Their preformance is going to be exstreme. Wait and see.,7,6,3,2
How is everybody today?,6,5,1,1
"PEACE I can picture in my minds eye a world without conflict, a world without war. Then I can picture us attacking it, because they would never expect it! \\^/",4,4,3,4
Definitely absolutely doubting the certainty,4,5,1,2
Interesting video for a man with butter fingers.,5,5,1,1
Many blessings to you all on this HOT Monday!,6,7,4,5
nursery practice whoot.,6,5,2,1
Just need to get out of my own way and put myself out there... Easier said than done:/,4,4,2,3
Cmon Arsenal!! It's now or never..show them wat we are made off...,6,6,5,5
i hate the way she smile. so plastic! so stupid and yet so pathetic. CHAR!,3,1,6,6
"Dare to take chances.,)",7,7,3,3
ah its nice to be back in Sheptown--back to the grind tomorrow. also if you haven't seen Sherlock Holmes do it NOW it was AWESOME!!!!,6,7,7,7
Thank you,6,5,1,1
This day could not possibly get any worse! :/,3,2,4,5
"10:26, man, iv been up a toltal of 31 hours, im way high an way tierd, talk to meh, he... <URL>",4,4,1,2
Real Pirate Wenches suck c0ck like it's gunna cum rum!,4,4,5,5
is ready for delicious Christmas cookies a la Lexi!,6,6,4,5
cuddling with lukas in my bed hes so fluffly!!! but only if.....,5,6,6,6
LOVE IS LIFE,6,8,3,5
Well no final decision til the 26th....=( judge got pissed off and told us hed had enough....,3,3,3,4
Going to the Biltmore tomorrow! Yeah!,6,7,6,5
back to the way things are suppose to be,5,6,2,1
well orlando couldnt come through but its all good tomorrow starts a new fun filled week of work,4,4,2,1
phone blowed up today need phone numbers please,4,5,1,1
i am so excited to see Grown Up's the latest Adam Sandler flick out on dvd tomorow!,6,6,6,5
Can't find wat I'm lookin for,4,4,2,1
want my hair to grow faster!,5,5,4,4
is bye bye wisdom teeth!!,5,5,5,5
Hey yall. I'm going to tennis camp tommorow.,5,5,3,1
less than a month to go.....yahoo!!!,6,7,7,6
definatly go see Inception if ya havent,5,5,2,1
"sitting next to her,watching her smile,talk,laugh,kiss,hug makes me feels stronger and warmth. is as if half my life belongs to her. finally,we meet again.. after so long you've been missing from my view.. im ready to take to the next level.. it may take lots of consequences but for the sake of love and trying,i will try. you are my drug, and my only personal brand of heroin.",7,8,2,3
I adpoted a solider and james asked what is the program and mom told him its where we move him into your room! lets just say james didnt like that idea...,5,4,3,3
"Netflix movies that arrived today: Fool's Gold\ and \""Definitely""",5,5,1,1
IT'S 7:00 AM I'M UP WATCHING CSI MIAMI (FAV SHOW),6,6,4,5
I hate <PERSON> and <PERSON>,3,3,3,1
Thanks for all the wonderful Birthday Wishes!  I am having a great day with my most precious gift ever!!,7,8,7,6
going to get my husband going to get my husband !!!! I LOVE FRIDAYS but i sure do hate sunday nights :(,4,7,8,7
GOOD MORNING FB HAVE A GREAT DAY!,7,7,5,8
i cant seem to escape the neonatal vehicle,4,5,2,1
Thank you for the birthday wishes! :),6,7,5,5
:'(,3,2,1,4
Insomnia again...I'm too tired to sleep...my head aches....I feel beat up...,4,3,1,2
"What a beautiful night it is outside. The clear sky and big, bright full moon are amazing and it's warm and windy. Can't remember the last time we had that in February!",7,7,3,4
watchin to catch a predator... there are some sick people in this world,4,3,2,2
"At last, the sun is beginning to set later.  4:43 yesterday; 4:44 today.",5,5,2,1
I love life,6,9,1,1
"I have made an observation: the more senior the person, the more smartly dressed they are during the day, but interestingly, the more casually dressed they are in the evening.",5,5,2,1
Fake(+)(+) Perfect (o)(o) Perky (*)(*) Cold (^)(^) and even Grandma's \\./\\./ Big ( o )( o ) or Small (.)(.) Save them all! Repost for Breast Cancer Awareness!,6,6,4,4
need to thnk :(,4,4,1,4
"I can tell whenever someone enters my server, even when I'm not on Minecraft or are looking at the software.		The lag spike slows my music.",5,5,2,1
Holiday world is going to be a beast,6,4,3,1
i'm not aloud to touch my cats kittens yet :'(,4,3,2,4
WOOO just passed my road test!,6,7,6,6
just got back from livesAblaze,5,5,1,1
Thanks for the all Birthday wishes,6,5,2,1
"Today is National Coming Out Day. I'm coming out for lesbian, gay, bisexual and transgender equality because it's 2010 and only five states plus DC recognize that love, not gender, is what matters in a marriage. Donate your status and join me by clicking here:  <URL>",6,6,2,2
Copy this into your status and see what people rate you. 1:Crazy. 2:I'd Marry You. 3:Talkative. 4:Sarcastic. 5:Lovable. 6:Clubhead. 7:Moody. 8:Dumb. 9: Spoiled. 10:Mouthy. 11:Random. 12:Hot. 13:Funny. 14:Fit. 15:Amazing. 16:Tough. 17:Cute. 18:Bf/Gf Type. 19:Player. 20:The Best. 21:Freak. 22:Quiet. 23:Sexy. 24: Adorable. 25: Annoying. 26: Rude. 27:Boring. 28: Trust-Worthy. 29: Life Saver.,5,5,1,3
Had a great birthday with friends and had lots of fun and wish it never would have ended.,7,7,2,1
"backpack got stolen, pe teacha hates me. yeaa 2010 isnt going so good -_-",4,2,2,2
"We got spirt,  yes we do, We got spirt how 'bout you.... i think i will vomit next time i hear that.",4,3,2,3
I cut candys hair of lol.....like 14 cm off it!!!!,6,5,8,6
"last night with my sweetheart kaitlyn so fun lol. so is the best girl in the world ,)",6,8,3,2
"I am a gun owner I do believe in the right to keep and bear arms. One Facebooker has challenged all gun owners to put this on their wall. The Supreme Court of the United States has affirmed that the right to keep and bear arms is a fundamental right of the individual. If you Believe in the 2nd Amendment and you are not afraid to show it, re-post this. ***Aim well, live free",6,6,2,3
You look into the mirror  of Erised.  What do you see?,5,5,1,1
Gain Muscle and Maintain    Bodyfat Level                              Current Weight            Calories            Protein,5,5,1,1
yummy brisket for my birthday alll right,6,6,3,2
should be looking for a job right now.,5,4,1,1
Is quite exhausted by many things and wishes she could see and hug <PERSON> (will be soon hopefully) and get away into the country as well as have a couple of drinks!!!,5,4,6,6
didn't get nothin done i said i was today..... still got jr !!!!!... (bullshit !!!!!) at least it should be different 2marrow !!!! (i hope !!!!!),4,5,7,9
I'm back! And not a moment too soon,5,5,4,5
Senior night!!!! ^^,5,6,7,7
I have a problem - f(x) = exp(((log(((((a^2) + 1)*((x / (f * 100)).^(2*e))+(b^2)))) - log(((1/(d^2)) - (((a^2) + 1) - 1)))) * (1/(2*e))) + (log(1/c))) * 100,5,5,1,1
Has too catch them all! Want to trade a Bullbasaur for a Weezing?...................well answer me foo.,5,5,4,4
YEY I got to miss swim practice this afternoon for a doctors appointment!!! :-)),6,7,4,6
Really enjoyed District 9 and the Plaza Cinema Cafe,6,7,3,1
"Please put this in your status if you know someone or are related to someone who suffers from stupidity. People need to understand that stupidity is real and should be taken seriously. You could be sitting next to a sufferer right now. There is still no known cure for stupidity, and sympathy does not help. But we can raise awareness. ...93% won't do this because they don't know how to copy and paste",4,5,1,1
"ok, a shout out a receny friend of mine left everything she new to help her sick sister's family,... her sister died yesterday. any warriors want to take up swords twould be a good battle. i just want Fathers pressence felt and know in these times of difficult choices three children and a spouse",5,4,2,3
"Jan.19= 4 years married!!! My hubby gets a perfect 10 for giving me flowers, imported chocolate, AND a stuffed animal. ;>",6,7,6,5
just made the color guard for GMC! super excited! lol,6,7,6,6
"It takes courage and honesty to see ourselves as we really are, but it's the only way to become the kind of people we want to be.",5,5,2,2
I want my girlfriend to be with me right now so we can cuddle,6,5,1,1
"I was keeping up pretty good, but man I got a lot of happy birthdays so thank you all... it's nice to be noticed guys",7,6,3,2
i love when the night time comes. i love it.,6,8,2,1
who wants to go chow yang pasar mlm tonite n can fetch me one leh??,5,5,3,4
"(, itss been a while since i painted my nails black*",6,6,2,3
